EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"1/5/2024 1:21:45 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,"PredationMortality of spiny dogfish"

timestep\group,"spiny dogfish",
1,0.001215805
2,0.001214548
3,0.001213361
4,0.001212216
5,0.001211109
6,0.001210039
7,0.001209
8,0.00120799
9,0.001207002
10,0.001206034
11,0.001205081
12,0.00120414
13,0.001202136
14,0.001200069
15,0.001197964
16,0.001195814
17,0.001193616
18,0.00119137
19,0.001189077
20,0.001186747
21,0.001184385
22,0.001182004
23,0.001179615
24,0.00117723
25,0.001174661
26,0.001172111
27,0.001169581
28,0.001167082
29,0.001164617
30,0.00116219
31,0.001159799
32,0.001157439
33,0.001155106
34,0.001152794
35,0.001150497
36,0.001148212
37,0.001146031
38,0.001143814
39,0.001141557
40,0.00113925
41,0.00113689
42,0.001134482
43,0.001132032
44,0.001129559
45,0.001127082
46,0.001124625
47,0.001122213
48,0.001119873
49,0.001116912
50,0.001113934
51,0.001110979
52,0.001108054
53,0.001105165
54,0.00110232
55,0.001099524
56,0.001096785
57,0.001094109
58,0.001091501
59,0.001088967
60,0.001086513
61,0.001082989
62,0.001079527
63,0.001076183
64,0.001072964
65,0.001069876
66,0.001066923
67,0.001064109
68,0.001061435
69,0.001058901
70,0.001056507
71,0.001054251
72,0.001052132
73,0.001049771
74,0.001047549
75,0.001045481
76,0.001043563
77,0.001041794
78,0.001040171
79,0.00103869
80,0.001037349
81,0.001036143
82,0.00103507
83,0.001034126
84,0.001033307
85,0.001032722
86,0.001032259
87,0.001031911
88,0.001031675
89,0.001031551
90,0.001031536
91,0.001031628
92,0.001031828
93,0.001032132
94,0.00103254
95,0.001033052
96,0.001033665
97,0.001033934
98,0.001034296
99,0.00103477
100,0.001035355
101,0.001036048
102,0.001036849
103,0.001037755
104,0.001038765
105,0.001039874
106,0.00104108
107,0.001042379
108,0.001043768
109,0.001044855
110,0.001046029
111,0.001047302
112,0.001048672
113,0.001050135
114,0.001051687
115,0.001053325
116,0.001055043
117,0.001056837
118,0.001058704
119,0.001060637
120,0.001062634
121,0.001067077
122,0.001071562
123,0.001075982
124,0.001080338
125,0.001084631
126,0.001088862
127,0.001093036
128,0.001097158
129,0.001101231
130,0.001105264
131,0.00110926
132,0.001113225
133,0.001116405
134,0.001119539
135,0.001122661
136,0.001125771
137,0.00112887
138,0.001131961
139,0.001135042
140,0.001138115
141,0.001141179
142,0.001144233
143,0.001147277
144,0.00115031
145,0.001153548
146,0.001156775
147,0.001159981
148,0.001163166
149,0.00116633
150,0.001169472
151,0.001172591
152,0.001175687
153,0.001178759
154,0.001181804
155,0.001184823
156,0.001187814
157,0.001190547
158,0.00119323
159,0.001195871
160,0.001198471
161,0.001201031
162,0.001203553
163,0.001206037
164,0.001208487
165,0.001210903
166,0.001213288
167,0.001215643
168,0.001217969
169,0.001220619
170,0.00122322
171,0.001225759
172,0.001228236
173,0.001230656
174,0.001233021
175,0.001235335
176,0.0012376
177,0.001239819
178,0.001241994
179,0.001244127
180,0.00124622
181,0.001247515
182,0.001248782
183,0.001250053
184,0.001251327
185,0.001252604
186,0.001253884
187,0.001255165
188,0.001256444
189,0.001257719
190,0.001258987
191,0.001260245
192,0.00126149
193,0.001263744
194,0.001265974
195,0.001268133
196,0.001270223
197,0.001272244
198,0.001274198
199,0.00127609
200,0.001277922
201,0.001279698
202,0.001281421
203,0.001283096
204,0.001284726
205,0.001285839
206,0.001286915
207,0.001287971
208,0.001289011
209,0.00129004
210,0.001291058
211,0.001292068
212,0.001293068
213,0.001294055
214,0.001295027
215,0.001295977
216,0.001296903
217,0.001298501
218,0.001300062
219,0.001301556
220,0.001302981
221,0.001304336
222,0.001305623
223,0.001306844
224,0.001308001
225,0.0013091
226,0.001310146
227,0.001311143
228,0.001312098
229,0.001313297
230,0.001314436
231,0.001315505
232,0.001316508
233,0.00131745
234,0.001318335
235,0.001319166
236,0.001319946
237,0.001320677
238,0.001321362
239,0.001322002
240,0.001322598
241,0.001323147
242,0.001323646
243,0.001324097
244,0.001324501
245,0.001324859
246,0.001325172
247,0.001325441
248,0.001325667
249,0.001325852
250,0.001325998
251,0.001326106
252,0.00132618
253,0.001327395
254,0.001328617
255,0.00132979
256,0.001330918
257,0.001332002
258,0.001333043
259,0.001334037
260,0.00133498
261,0.00133587
262,0.001336701
263,0.001337469
264,0.00133817
265,0.001338734
266,0.001339196
267,0.001339563
268,0.001339832
269,0.001340006
270,0.001340086
271,0.00134008
272,0.001339995
273,0.001339839
274,0.001339623
275,0.001339358
276,0.001339052
277,0.001338542
278,0.001337971
279,0.00133735
280,0.001336684
281,0.001335977
282,0.001335234
283,0.001334456
284,0.001333647
285,0.001332809
286,0.001331943
287,0.00133105
288,0.001330133
289,0.001331785
290,0.001333368
291,0.001334776
292,0.001336012
293,0.001337084
294,0.001338002
295,0.001338781
296,0.001339433
297,0.001339974
298,0.001340421
299,0.00134079
300,0.001341096
301,0.001337274
302,0.001333366
303,0.00132956
304,0.00132586
305,0.001322267
306,0.001318778
307,0.001315389
308,0.001312089
309,0.00130887
310,0.001305719
311,0.001302625
312,0.001299577
313,0.00129703
314,0.001294585
315,0.001292216
316,0.001289918
317,0.001287685
318,0.001285513
319,0.001283398
320,0.001281334
321,0.001279318
322,0.001277346
323,0.001275413
324,0.001273518
325,0.001271925
326,0.001270361
327,0.001268813
328,0.001267279
329,0.001265759
330,0.001264252
331,0.00126276
332,0.001261283
333,0.001259825
334,0.001258387
335,0.001256973
336,0.001255586
337,0.001253964
338,0.001252389
339,0.001250869
340,0.001249409
341,0.001248008
342,0.001246666
343,0.00124538
344,0.001244146
345,0.001242959
346,0.001241816
347,0.00124071
348,0.001239637
349,0.001238435
350,0.001237269
351,0.001236148
352,0.001235068
353,0.001234027
354,0.001233024
355,0.001232059
356,0.001231132
357,0.001230244
358,0.001229395
359,0.001228587
360,0.00122782
361,0.001226823
362,0.001225835
363,0.001224871
364,0.00122393
365,0.001223013
366,0.001222121
