EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"1/5/2024 1:21:45 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,"PredationMortality of spiny dogfish"

year\group,"spiny dogfish",
1985,0.001209694
1986,0.001190002
1987,0.001161174
1988,0.001133117
1989,0.00110123
1990,0.001066316
1991,0.001040251
1992,0.001032208
1993,0.001037906
1994,0.001052988
1995,0.001090635
1996,0.001133447
1997,0.001170896
1998,0.001204586
1999,0.001233884
2000,0.001254518
2001,0.001274789
2002,0.001291494
2003,0.001305866
2004,0.00131844
2005,0.001325055
2006,0.001333249
2007,0.001339614
2008,0.00133465
2009,0.001337627
2010,0.001317614
2011,0.001284773
2012,0.0012636
2013,0.00124633
2014,0.001232767
2015,0.001221846
2016,0.001217937
2017,0.001224187
